Nmax = 100000;
|       size - N|    vector time|      list time|
|          19854|             80|            884|
|          19855|             80|            890|
|          19856|             80|            890|
|          19857|             80|            897|
|          19858|             80|            892|
|          19859|             81|            902|
|          19860|             80|            892|
|          19861|             80|            891|
|          19862|             80|            887|
|          19863|             80|            901|
|          19864|             81|            901|
|          19865|             81|            902|
|          19866|             81|            898|
|          19867|             81|            901|
|          19868|             81|            899|
|          19869|             81|            907|
|          19870|             80|            917|
|          19871|             81|            919|
|          19872|             81|            891|
|          19873|             81|            929|
|          19874|             81|            901|
|          19875|             81|            891|
|          19876|             81|            893|
|          19877|             80|            893|
|          19878|             80|            904|
|          19879|             82|            895|
|          19880|             84|            899|
|          19881|             80|            902|
|          19882|             81|            892|
|          19883|             80|            894|
|          19884|             80|            892|
|          19885|             80|            893|
|          19886|             80|            895|
|          19887|             80|            907|
|          19888|             80|            899|
|          19889|             81|            898|
|          19890|             80|            907|
|          19891|             80|            898|
|          19892|             80|            886|
|          19893|             80|            890|
|          19894|             81|            896|
|          19895|             80|            887|
|          19896|             80|            902|
|          19897|             80|            888|
|          19898|             81|            900|
|          19899|             81|            904|
|          19900|             81|            906|
|          19901|             80|            912|
|          19902|             81|            895|
|          19903|             80|            902|
|          19904|             81|            905|
|          19905|             83|            897|
|          19906|             82|            976|
|          19907|             86|            963|
|          19908|             91|            970|
|          19909|             88|            953|
|          19910|             80|            955|
|          19911|             81|            894|
|          19912|             81|            899|
|          19913|             80|            894|
|          19914|             81|            887|
|          19915|             81|            889|
|          19916|             82|            898|
|          19917|             81|            913|
|          19918|             82|            906|
|          19919|             81|            901|
|          19920|             81|            895|
|          19921|             80|            907|
|          19922|             81|            910|
|          19923|             82|            902|
|          19924|             81|            904|
|          19925|             81|            910|
|          19926|             81|            896|
|          19927|             81|            901|
|          19928|             81|            898|
|          19929|             81|            897|
|          19930|             82|            906|
|          19931|             80|            903|
|          19932|             81|            910|
|          19933|             82|            909|
|          19934|             81|            904|
|          19935|             81|            902|
|          19936|             81|            908|
|          19937|             81|            900|
|          19938|             81|            917|
|          19939|             81|            907|
|          19940|             81|            897|
|          19941|             81|            899|
|          19942|             82|            901|
|          19943|             81|            907|
|          19944|             81|            902|
|          19945|             81|            897|
|          19946|             81|            902|
|          19947|             81|            905|
|          19948|             81|            915|
|          19949|             82|            904|
|          19950|             81|            897|
|          19951|             81|            895|
|          19952|             81|            904|
|          19953|             81|            892|
|          19954|             82|            896|
|          19955|             81|            893|
|          19956|             82|            899|
|          19957|             82|            901|
|          19958|             82|            912|
|          19959|             81|            903|
|          19960|             81|            905|
|          19961|             82|            906|
|          19962|             82|            908|
|          19963|             81|            918|
|          19964|             81|            915|
|          19965|             81|            902|
|          19966|             80|            915|
|          19967|             81|            914|
|          19968|             81|            899|
|          19969|             81|            918|
|          19970|             81|            910|
|          19971|             81|            901|
|          19972|             90|            959|
|          19973|             94|            972|
|          19974|             92|            990|
|          19975|             86|            962|
|          19976|             82|            968|
|          19977|             81|            917|
|          19978|             81|            907|
|          19979|             81|            904|
|          19980|             81|            906|
|          19981|             82|            897|
|          19982|             81|            901|
|          19983|             81|            906|
|          19984|             82|            890|
|          19985|             82|            902|
|          19986|             81|            899|
|          19987|             82|            917|
|          19988|             81|            914|
|          19989|             82|            912|
|          19990|             81|            906|
|          19991|             81|            892|
|          19992|             82|            901|
|          19993|             81|            911|
|          19994|             81|            900|
|          19995|             82|            909|
|          19996|             81|            909|
|          19997|             81|            911|
|          19998|             81|            917|
|          19999|             81|            910|
|          20000|             81|            909|
|          20001|             82|            917|
|          20002|             81|            916|
|          20003|             81|            904|
|          20004|             82|            908|
|          20005|             81|            905|
|          20006|             81|            910|
|          20007|             81|            910|
|          20008|             82|            912|
|          20009|             81|            896|
|          20010|             81|            921|
|          20011|             82|            900|
|          20012|             81|            907|
|          20013|             82|            900|
|          20014|             82|            915|
|          20015|             82|            911|
|          20016|             81|            911|
|          20017|             82|            914|
|          20018|             81|            928|
|          20019|             82|            919|
|          20020|             82|            914|
|          20021|             82|            916|
|          20022|             82|            913|
|          20023|             82|            924|
|          20024|             82|            911|
|          20025|             82|            910|
|          20026|             82|            918|
|          20027|             82|            915|
|          20028|             81|            924|
|          20029|             82|            904|
|          20030|             82|            918|
|          20031|             82|            906|
|          20032|             82|            902|
|          20033|             81|            913|
|          20034|             81|            910|
|          20035|             82|            909|
|          20036|             82|            911|
|          20037|             94|            915|
|          20038|             86|            990|
|          20039|             85|            969|
|          20040|             85|           1011|
|          20041|             85|            990|
|          20042|             82|            959|
|          20043|             82|            917|
|          20044|             82|            912|
|          20045|             82|            922|
|          20046|             81|            917|
|          20047|             82|            912|
|          20048|             83|            928|
|          20049|             82|            922|
|          20050|             82|            916|
|          20051|             82|            917|
|          20052|             82|            921|
|          20053|             82|            906|
|          20054|             82|            916|
|          20055|             82|            927|
|          20056|             82|            917|
|          20057|             82|            908|
|          20058|             82|            942|
|          20059|             82|            924|
|          20060|             83|            918|
|          20061|             83|            922|
|          20062|             82|            924|
|          20063|             83|            917|
|          20064|             82|            908|
|          20065|             83|            910|
|          20066|             82|            914|
|          20067|             82|            917|
|          20068|             82|            906|
|          20069|             82|            915|
|          20070|             83|            910|
|          20071|             83|            911|
|          20072|             82|            920|
|          20073|             83|            926|
|          20074|             82|            910|
|          20075|             83|            908|
|          20076|             82|            916|
|          20077|             82|            923|
|          20078|             83|            934|
|          20079|             82|            920|
|          20080|             82|            915|
|          20081|             82|            920|
|          20082|             83|            921|
|          20083|             83|            929|
|          20084|             82|            909|
|          20085|             82|            914|
|          20086|             82|            917|
|          20087|             83|            920|
|          20088|             82|            922|
|          20089|             82|            919|
|          20090|             82|            924|
|          20091|             82|            926|
|          20092|             82|            910|
|          20093|             83|            913|
|          20094|             82|            928|
|          20095|             82|            923|
|          20096|             82|            932|
|          20097|             83|            920|
|          20098|             83|            914|
|          20099|             83|            911|
|          20100|             82|            918|
|          20101|             83|            916|
|          20102|             86|            919|
|          20103|             86|           1000|
|          20104|             86|            991|
|          20105|             85|            987|
|          20106|             86|            987|
|          20107|             83|            972|
|          20108|             82|            924|
|          20109|             83|            925|
|          20110|             82|            925|
|          20111|             82|            917|
|          20112|             83|            927|
|          20113|             83|            933|
|          20114|             83|            920|
|          20115|             83|            936|
|          20116|             82|            931|
|          20117|             82|            916|
|          20118|             82|            924|
|          20119|             83|            929|
|          20120|             82|            916|
|          20121|             83|            913|
|          20122|             83|            922|
|          20123|             83|            922|
|          20124|             82|            920|
|          20125|             82|            913|
|          20126|             83|            909|
|          20127|             82|            907|
|          20128|             83|            927|
|          20129|             82|            906|
|          20130|             82|            929|
|          20131|             83|            919|
|          20132|             83|            928|
|          20133|             83|            919|
|          20134|             83|            922|
|          20135|             82|            919|
|          20136|             82|            925|
|          20137|             83|            932|
|          20138|             82|            927|
|          20139|             82|            932|
|          20140|             83|            920|
|          20141|             82|            946|
|          20142|             83|            911|
|          20143|             83|            925|
|          20144|             83|            926|
|          20145|             84|            934|
|          20146|             83|            918|
|          20147|             83|            932|
|          20148|             83|            927|
|          20149|             83|            924|
|          20150|             83|            925|
|          20151|             83|            928|
|          20152|             83|            915|
|          20153|             83|            927|
|          20154|             83|            929|
|          20155|             83|            927|
|          20156|             83|            928|
|          20157|             83|            933|
|          20158|             83|            924|
|          20159|             83|            929|
|          20160|             83|            916|
|          20161|             83|            915|
|          20162|             83|            927|
|          20163|             84|            929|
|          20164|             83|            913|
|          20165|             83|            920|
|          20166|             83|            931|
|          20167|             97|            968|
|          20168|             86|           1022|
|          20169|             86|           1000|
|          20170|             88|           1002|
|          20171|            100|            979|
|          20172|             83|            947|
|          20173|             83|            928|
|          20174|             83|            935|
|          20175|             83|            936|
|          20176|             82|            935|
|          20177|             83|            935|
|          20178|             83|            929|
|          20179|             84|            934|
|          20180|             83|            931|
|          20181|             83|            929|
|          20182|             82|            927|
|          20183|             83|            941|
|          20184|             83|            926|
|          20185|             83|            927|
|          20186|             83|            915|
|          20187|             83|            925|
|          20188|             84|            931|
|          20189|             83|            919|
|          20190|             83|            945|
|          20191|             83|            937|
|          20192|             83|            923|
|          20193|             83|            929|
|          20194|             83|            925|
|          20195|             83|            930|
|          20196|             83|            940|
|          20197|             83|            951|
|          20198|             83|            931|
|          20199|             83|            936|
|          20200|             83|            935|
|          20201|             83|            930|
|          20202|             84|            938|
|          20203|             83|            933|
|          20204|             83|            939|
|          20205|             84|            921|
|          20206|             83|            935|
|          20207|             83|            941|
|          20208|             83|            935|
|          20209|             83|            927|
|          20210|             83|            932|
|          20211|             83|            926|
|          20212|             83|            933|
|          20213|             83|            930|
|          20214|             83|            931|
|          20215|             83|            940|
|          20216|             83|            934|
|          20217|             83|            929|
|          20218|             84|            935|
|          20219|             83|            932|
|          20220|             83|            935|
|          20221|             83|            947|
|          20222|             83|            934|
|          20223|             83|            928|
|          20224|             83|            941|
|          20225|             83|            942|
|          20226|             83|            935|
|          20227|             83|            938|
|          20228|             84|            931|
|          20229|             85|            938|
|          20230|             84|            922|
|          20231|            101|            959|
|          20232|             89|           1013|
|          20233|             92|           1000|
|          20234|            101|            974|
|          20235|             92|           1007|
|          20236|             84|            964|
|          20237|             84|            940|
|          20238|             84|            943|
|          20239|             85|            938|
|          20240|             83|            935|
|          20241|             84|            942|
|          20242|             84|            939|
|          20243|             83|            924|
|          20244|             83|            933|
|          20245|             84|            932|
|          20246|             83|            948|
|          20247|             83|            945|
|          20248|             84|            939|
|          20249|             84|            935|
|          20250|             84|            929|
|          20251|             85|            932|
|          20252|             83|            937|
|          20253|             84|            934|
|          20254|             84|            934|
|          20255|             83|            943|
|          20256|             84|            952|
|          20257|             83|            943|
|          20258|             83|            946|
|          20259|             84|            939|
|          20260|             84|            938|
|          20261|             83|            924|
|          20262|             84|            930|
|          20263|             84|            943|
|          20264|             84|            925|
|          20265|             85|            955|
|          20266|             84|            937|
|          20267|             83|            932|
|          20268|             84|            936|
|          20269|             83|            944|
|          20270|             84|            941|
|          20271|             84|            941|
|          20272|             84|            941|
|          20273|             83|            944|
|          20274|             84|            945|
|          20275|             84|            938|
|          20276|             84|            941|
|          20277|             84|            951|
|          20278|             84|            946|
|          20279|             83|            939|
|          20280|             84|            943|
|          20281|             85|            932|
|          20282|             84|            938|
|          20283|             84|            942|
|          20284|             85|            945|
|          20285|             83|            947|
|          20286|             84|            934|
|          20287|             84|            948|
|          20288|             83|            946|
|          20289|             84|            941|
|          20290|             84|            936|
|          20291|             84|            948|
|          20292|             84|            951|
|          20293|             83|            941|
|          20294|             84|            947|
|          20295|             89|            984|
|          20296|            106|           1013|
|          20297|             87|           1006|
|          20298|             87|           1011|
|          20299|             84|           1004|
|          20300|             84|            957|
|          20301|             84|            931|
|          20302|             85|            952|
|          20303|             84|            938|
|          20304|             84|            938|
|          20305|             84|            938|
|          20306|             84|            945|
|          20307|             83|            949|
|          20308|             83|            937|
|          20309|             84|            945|
|          20310|             84|            953|
|          20311|             84|            948|
|          20312|             84|            944|
|          20313|             85|            952|
|          20314|             84|            941|
|          20315|             85|            946|
|          20316|             84|            937|
|          20317|             84|            946|
|          20318|             84|            950|
|          20319|             85|            953|
|          20320|             84|            949|
|          20321|             85|            953|
|          20322|             85|            943|
|          20323|             85|            947|
|          20324|             85|            942|
|          20325|             84|            949|
|          20326|             84|            954|
|          20327|             84|            948|
|          20328|             85|            962|
|          20329|             85|            953|
|          20330|             83|            940|
|          20331|             83|            965|
|          20332|             84|            949|
|          20333|             84|            951|
|          20334|             84|            942|
|          20335|             84|            949|
|          20336|             85|            933|
|          20337|             84|            950|
|          20338|             83|            953|
|          20339|             84|            951|
|          20340|             83|            968|
|          20341|             84|            945|
|          20342|             87|            952|
|          20343|             84|            962|
|          20344|             85|            958|
|          20345|             85|            942|
|          20346|             84|            956|
|          20347|             85|            941|
|          20348|             85|            947|
|          20349|             84|            939|
|          20350|             84|            945|
|          20351|             84|            950|
|          20352|             85|            953|
|          20353|             85|            946|
|          20354|             84|            939|
|          20355|             85|            942|
|          20356|             85|            944|
|          20357|             85|            950|
|          20358|             99|            974|
|          20359|             89|           1005|
|          20360|             85|           1019|
|          20361|             89|           1030|
|          20362|            107|           1014|
|          20363|             85|            955|
|          20364|             84|            940|
|          20365|             84|            947|
|          20366|             85|            943|
|          20367|             84|            941|
|          20368|             84|            947|
|          20369|             84|            962|
|          20370|             84|            964|
|          20371|             85|            954|
|          20372|             85|            948|
|          20373|             85|            948|
|          20374|             85|            941|
|          20375|             85|            955|
|          20376|             84|            935|
|          20377|             85|            943|
|          20378|             85|            959|
|          20379|             84|            959|
|          20380|             85|            944|
|          20381|             84|            956|
|          20382|             84|            957|
|          20383|             85|            952|
|          20384|             85|            945|
|          20385|             84|            945|
|          20386|             84|            944|
|          20387|             85|            949|
|          20388|             86|            947|
|          20389|             85|            954|
|          20390|             85|            950|
|          20391|             86|            947|
|          20392|             86|            952|
|          20393|             85|            956|
|          20394|             84|            968|
|          20395|             84|            960|
|          20396|             85|            949|
|          20397|             84|            965|
|          20398|             86|            963|
|          20399|             85|            950|
|          20400|             86|            964|
|          20401|             85|            947|
|          20402|             86|            957|
|          20403|             85|            968|
|          20404|             85|            949|
|          20405|             85|            952|
|          20406|             85|            949|
|          20407|             85|            961|
|          20408|             85|            961|
|          20409|             85|            959|
|          20410|             85|            959|
|          20411|             85|            955|
|          20412|             85|            957|
|          20413|             85|            936|
|          20414|             85|            955|
|          20415|             85|            951|
|          20416|             85|            954|
|          20417|             86|            969|
|          20418|             86|            949|
|          20419|             85|            971|
|          20420|             84|            945|
|          20421|             97|            986|
|          20422|             86|           1018|
|          20423|             90|           1012|
|          20424|             89|           1035|
|          20425|             85|           1023|
|          20426|             85|            970|
|          20427|             85|            950|
|          20428|             85|            962|
|          20429|             85|            959|
|          20430|             84|            945|
|          20431|             86|            956|
|          20432|             84|            948|
|          20433|             85|            954|
|          20434|             85|            955|
|          20435|             85|            963|
|          20436|             86|            968|
|          20437|             85|            964|
|          20438|             85|            969|
|          20439|             85|            956|
|          20440|             85|            962|
|          20441|             86|            969|
|          20442|             85|            961|
|          20443|             85|            957|
|          20444|             85|            969|
|          20445|             85|            954|
|          20446|             85|            965|
|          20447|             85|            953|
|          20448|             86|            969|
|          20449|             85|            958|
|          20450|             86|            959|
|          20451|             86|            957|
|          20452|             85|            959|
|          20453|             86|            968|
|          20454|             85|            960|
|          20455|             85|            959|
|          20456|             85|            961|
|          20457|             85|            960|
|          20458|             86|            955|
|          20459|             85|            962|
|          20460|             85|            962|
|          20461|             86|            956|
|          20462|             86|            956|
|          20463|             85|            976|
|          20464|             85|            964|
|          20465|             85|            956|
|          20466|             85|            960|
|          20467|             85|            958|
|          20468|             85|            957|
|          20469|             86|            957|
|          20470|             86|            964|
|          20471|             85|            968|
|          20472|             85|            962|
|          20473|             86|            958|
|          20474|             85|            957|
|          20475|             86|            959|
|          20476|             86|            977|
|          20477|             86|            960|
|          20478|             85|            961|
|          20479|             85|            952|
|          20480|             85|            951|
|          20481|             86|            956|
|          20482|             85|            956|
|          20483|             92|            971|
|          20484|            105|           1026|
|          20485|             92|           1031|
|          20486|             90|           1034|
|          20487|             89|           1025|
|          20488|             85|            989|
|          20489|             86|            971|
|          20490|             86|            957|
|          20491|             86|            961|
|          20492|             85|            968|
|          20493|             86|            950|
|          20494|             85|            951|
|          20495|             86|            984|
|          20496|             85|            952|
|          20497|             86|            970|
|          20498|             87|            947|
|          20499|             86|            954|
|          20500|             86|            955|
|          20501|             85|            970|
|          20502|             85|            960|
|          20503|             85|            966|
|          20504|             86|            954|
|          20505|             85|            977|
|          20506|             86|            978|
|          20507|             86|            955|
|          20508|             85|            964|
|          20509|             87|            959|
|          20510|             86|            968|
|          20511|             86|            970|
|          20512|             86|            961|
|          20513|             86|            971|
|          20514|             87|            961|
|          20515|             86|            970|
|          20516|             86|            962|
|          20517|             87|            965|
|          20518|             85|            968|
|          20519|             86|            972|
|          20520|             85|            968|
|          20521|             86|            963|
|          20522|             86|            968|
|          20523|             86|            971|
|          20524|             85|            962|
|          20525|             86|            969|
|          20526|             85|            974|
|          20527|             86|            984|
|          20528|             86|            976|
|          20529|             86|            970|
|          20530|             85|            963|
|          20531|             86|            979|
|          20532|             86|            969|
|          20533|             86|            968|
|          20534|             86|            975|
|          20535|             87|            970|
|          20536|             86|            960|
|          20537|             86|            976|
|          20538|             86|            966|
|          20539|             86|            966|
|          20540|             86|            968|
|          20541|             86|            962|
|          20542|             87|            968|
|          20543|             87|            982|
|          20544|             86|            975|
|          20545|            103|           1006|
|          20546|             90|           1055|
|          20547|             90|           1031|
|          20548|             92|           1049|
|          20549|            106|           1040|
|          20550|             85|            984|
|          20551|             85|            984|
|          20552|             86|            962|
|          20553|             86|            969|
|          20554|             86|            967|
|          20555|             86|            967|
|          20556|             86|            957|
|          20557|             86|            987|
|          20558|             85|            983|
|          20559|             86|            974|
|          20560|             86|            989|
|          20561|             86|            964|
|          20562|             87|            969|
|          20563|             87|            971|
|          20564|             88|            971|
|          20565|             87|            978|
|          20566|             86|            973|
|          20567|             87|            982|
|          20568|             86|            965|
|          20569|             86|            983|
|          20570|             87|            971|
|          20571|             86|            976|
|          20572|             86|            969|
|          20573|             86|            987|
|          20574|             86|            985|
|          20575|             86|            979|
|          20576|             86|            976|
|          20577|             87|            978|
|          20578|             87|            973|
|          20579|             87|            982|
|          20580|             86|            976|
|          20581|             86|            977|
|          20582|             86|            969|
|          20583|             85|            978|
|          20584|             86|            959|
|          20585|             86|            983|
|          20586|             86|            965|
|          20587|             86|            974|
|          20588|             86|            964|
|          20589|             86|            971|
|          20590|             86|            982|
|          20591|             86|            982|
|          20592|             87|            972|
|          20593|             86|            976|
|          20594|             86|            978|
|          20595|             87|            988|
|          20596|             86|            976|
|          20597|             86|            973|
|          20598|             86|            986|
|          20599|             86|            986|
|          20600|             86|            975|
|          20601|             87|            975|
|          20602|             86|            977|
|          20603|             87|            973|
|          20604|             86|            974|
|          20605|             86|            980|
|          20606|             90|            984|
|          20607|             91|           1050|
|          20608|             92|           1057|
|          20609|            106|           1040|
|          20610|            107|           1022|
|          20611|             87|            997|
|          20612|             86|            988|
|          20613|             87|            980|
|          20614|             87|            990|
|          20615|             87|            969|
|          20616|             87|            979|
|          20617|             89|            990|
|          20618|             86|            992|
|          20619|             87|            985|
|          20620|             87|            974|
|          20621|             87|            982|
|          20622|             86|            969|
|          20623|             87|            978|
|          20624|             87|            974|
|          20625|             87|            996|
|          20626|             87|            992|
|          20627|             87|            974|
|          20628|             87|            982|
|          20629|             86|            984|
|          20630|             86|            984|
|          20631|             87|            982|
|          20632|             86|            984|
|          20633|             87|            994|
|          20634|             87|            982|
|          20635|             87|            970|
|          20636|             87|           1000|
|          20637|             87|            994|
|          20638|             87|            988|
|          20639|             86|            982|
|          20640|             87|            991|
|          20641|             87|            973|
|          20642|             87|            978|
|          20643|             87|            986|
|          20644|             87|            993|
|          20645|             88|            985|
|          20646|             86|            976|
|          20647|             87|            979|
|          20648|             88|            984|
|          20649|             88|            976|
|          20650|             86|            976|
|          20651|             87|            986|
|          20652|             86|            981|
|          20653|             88|            997|
|          20654|             87|            982|
|          20655|             87|            996|
|          20656|             87|            985|
|          20657|             87|            981|
|          20658|             86|            984|
|          20659|             86|            997|
|          20660|             87|            987|
|          20661|             87|            990|
|          20662|             86|            983|
|          20663|             87|           1000|
|          20664|             86|            978|
|          20665|             86|            987|
|          20666|             88|            969|
|          20667|             93|            996|
|          20668|             90|           1058|
|          20669|             87|           1050|
|          20670|             91|           1052|
|          20671|             94|           1059|
|          20672|             86|           1003|
|          20673|             87|            991|
|          20674|             87|            971|
|          20675|             88|            993|
|          20676|             87|            992|
|          20677|             88|            979|
|          20678|             87|            985|
|          20679|             87|            981|
|          20680|             87|            992|
|          20681|             87|            995|
|          20682|             86|           1013|
|          20683|             87|            976|
|          20684|             87|            985|
|          20685|             87|            981|
|          20686|             88|            980|
|          20687|             87|            983|
|          20688|             86|            979|
|          20689|             88|            993|
|          20690|             87|            985|
|          20691|             88|            986|
|          20692|             87|            988|
|          20693|             88|            985|
|          20694|             88|            986|
|          20695|             88|            982|
|          20696|             87|            990|
|          20697|             88|            991|
|          20698|             87|            997|
|          20699|             88|            994|
|          20700|             87|            979|
|          20701|             88|            985|
|          20702|             88|            987|
|          20703|             88|            989|
|          20704|             88|            983|
|          20705|             88|            999|
|          20706|             88|            983|
|          20707|             88|            993|
|          20708|             88|            982|
|          20709|             88|            993|
|          20710|             87|            995|
|          20711|             87|           1003|
|          20712|             88|            987|
|          20713|             88|            987|
|          20714|             87|            991|
|          20715|             87|            992|
|          20716|             87|            990|
|          20717|             90|            996|
|          20718|             88|            995|
|          20719|             87|            996|
|          20720|             87|            992|
|          20721|             88|            995|
|          20722|             87|            996|
|          20723|             87|            982|
|          20724|             87|            989|
|          20725|             87|            992|
|          20726|             87|           1002|
|          20727|             87|            996|
|          20728|             98|           1029|
|          20729|             96|           1057|
|          20730|             89|           1046|
|          20731|            108|           1060|
|          20732|             88|           1050|
|          20733|             88|            999|
|          20734|             87|            992|
|          20735|             88|            998|
|          20736|             87|            995|
